"user_id","created_at","text","source","display_text_width","location","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at"
"x1136960323343310850",2019-12-08 19:35:43,"important is to know large portion of artists and songs. like you know, it is depressing when you grind just one handful of artists and then you get bored and then you cant get any dopamine from their songs and then depression strikes. i am unironically thinking about creating","Twitter Web App",277,"",1,181,0,199,499,2019-06-07 11:37:19
"x570356871",2019-12-08 19:35:41,"Damn juice WRLD really died rip, a real nigga knows he was the answer to help with depression","Twitter for iPhone",93,"Los Anchorage📍",293,292,0,4748,3514,2012-05-03 20:46:28
"x456601013",2019-12-08 19:35:37,"Lemme drown in my depression chile https://t.co/DWnsTwVfRj","Twitter for iPhone",34,"Milan, Lombardy",521,560,4,19359,25517,2012-01-06 12:47:02
"x311580297",2019-12-08 19:35:36,"@DanielBarrs2 This old trope used in 1930's Depression when people literally starved. Helen Forrester describes such talking down in her novel: 'Twopence to cross the Mersey' which I read in 80's as a teen thinking this was history well the Tories have resurrected 1930's poverty Hell in UK.","Twitter Web App",277,"My Thoughts",962,1049,38,29557,14473,2011-06-05 17:56:33
"x1148482107620151296",2019-12-08 19:35:28,"I’m at a point where I could finish the game to figure out what happens and then have very horrible depression after or I could just open an earlier save and live a happy life doing nothing.","Twitter for iPhone",190,"",26,84,1,1183,1990,2019-07-09 06:40:47
"x865313016",2019-12-08 19:35:24,"Wrinkles? 😭 Crippling anxiety and depression? https://t.co/IjaanQ5NhT","Twitter for iPhone",45,"Sapphire Avenue Exchange",66,679,0,1538,3264,2012-10-06 21:14:11
"x4678886347",2019-12-08 19:35:14,"Depression ain’t no joke.","Twitter for iPhone",25,"Port Arthur, TX",672,549,1,2111,4066,2015-12-30 16:22:12
"x1203378344185614337",2019-12-08 19:35:06,"1.  The 1937 Davenport Hotel Laundry Workers strike was an intense wildcat strike led by women laundry workers at Spokane’s fancy historic Davenport Hotel during the Great Depression.","Twitter Web App",183,"Spokane, WA",35,32,0,28,7,2019-12-07 18:19:03
"x1122567106023841794",2019-12-08 19:34:44,"Depression when u dont know what to do or where to turn.... 😥","Twitter for Android",61,"Germany",81,1118,0,1466,2027,2019-04-28 18:23:49
"x427983941",2019-12-08 19:34:41,"that post bender depression hits hard","Twitter for iPhone",37,"",948,590,4,27687,17929,2011-12-04 06:11:12
"x371560586",2019-12-08 19:34:37,"@nicolejstephens My momma taught me better. So I was reading through the comments and they were trying to justifying it with depression but like that’s not an excuse. You should have better sense than to have people over in this!!","Twitter for iPhone",213,"",239,217,2,23818,4907,2011-09-11 02:56:07
"x1203758495004278784",2019-12-08 19:34:34,"Please drop your phone and talk about feelings and emotions with anyone you care about..we smile but depression gas the best of us..","Twitter for Android",132,"",0,1,0,1,0,2019-12-08 19:29:45
"x835125485935935489",2019-12-08 19:34:34,"depression just be slapping the piss out of me","Twitter for iPhone",46,"",790,880,0,30333,51019,2017-02-24 13:53:26
"x4698425083",2019-12-08 19:34:25,"Reason to give someone a high five... with a chair... in the face...

When I mentioned to someone I have trouble functioning sometimes b/c of depression and few days later they be like:

""Why didn't you do what I asked of you, you look depressed, is something the matter?"" 

😑🙄","Twitter for Android",277,"Leiden, South Holland",341,789,6,2778,7866,2016-01-02 20:28:34
"x4698425083",2019-12-08 14:39:03,"Things I'm happy about for 2020

Having an interview for the @JapanMusicExp and to take it to the next level
Going back to Japan
Continue to study archaeology at Leiden uni
Turning @archaeorocks101 into a business

Trying my hardest to not let my depression stop living my life..","Twitter for Android",279,"Leiden, South Holland",341,789,6,2778,7866,2016-01-02 20:28:34
"x937205133326344192",2019-12-08 19:34:18,"Does depression cause slow/weak heart beat resulting in nearly passing out.","Twitter for Android",75,"Pensacola, FL",208,193,1,10486,9133,2017-12-03 06:21:31
"x259162548",2019-12-08 19:34:15,"Are Two Handfuls of Cashews Equivalent to a Dose of Prozac for Depression? https://t.co/IfaSXn0dXz via @snopes","Twitter for Android",110,"",60261,7578,402,120375,15734,2011-03-01 07:59:03
"x1128783823796203520",2019-12-08 19:34:14,"@Cognidubnus @KaitMarieox @AOC The depression literally happened during peak anti-communist times??????????","Twitter for iPhone",76,"Victoria, British Columbia",133,141,0,1783,2912,2019-05-15 22:06:50
"x509681059",2019-12-08 19:34:09,"fake depression and anxiety twitter be like: me after a mentalnbreakdown 😍 https://t.co/qHSdIsvYsr","Twitter for iPhone",74,"",800,516,5,60717,131268,2012-03-01 03:36:14
"x195487908",2019-12-08 19:33:57,"We have a chance on Thursday to end all this suffering, vote for hope not depression. https://t.co/zyofaH84Mn","Twitter Web App",85,"United Kingdom",1744,1853,10,49581,53568,2010-09-26 20:53:57
"x73771201",2019-12-08 19:33:55,"I read his story three days ago🙏🏾, I’m telling you depression is a serious drug","Twitter for iPhone",79,"PRETENDER WORLD!!",446,457,1,24935,1320,2009-09-13 00:31:26
"x1031325391",2019-12-08 19:33:54,"@lilah_sturges Decided after resisting in December 2017. Started living as myself everywhere but work the next day. Came out publicly a year later, but was getting depression managed before starting HRT 3 months ago!","Twitter for Android",201,"",558,534,9,15207,48785,2012-12-23 20:52:00
"x1119616186654785537",2019-12-08 19:33:51,"@iridianglzz @jandersonn630 dude i’m 5’0.5... depression.","Twitter for iPhone",29,"",39,77,0,352,1203,2019-04-20 14:57:55
"x221764417",2019-12-08 19:28:56,"@AndreaR26537960 I'd rather rather not live through an economic depression, workers rights, environmental protection, freedom of movement, science collaboration, security collaboration, progressive politics....","Twitter for Android",193,"England, United Kingdom",871,1883,2,2927,2053,2010-12-01 15:07:04
"x221764417",2019-12-08 19:33:42,"@AndreaR26537960 Because I want to keep them and dont want to to experience an economic depression or the unrestrained savagery of an ultra right government.","Twitter for Android",140,"England, United Kingdom",871,1883,2,2927,2053,2010-12-01 15:07:04
"x612553862",2019-12-08 19:33:33,"sunday depression is real i literally feel like pure shite","Twitter for Android",58,"eng/spa | multifandom mess",2940,1016,89,56502,59295,2012-06-19 13:33:15
"x17196810",2019-12-08 19:33:08,"My life in a thread. Sandwich gen w/ debt and little savings is a sure fire recipe for depression. https://t.co/eRuB8jYunX","Twitter for Android",98,"",410,2402,1,19976,139666,2008-11-05 20:28:30
"x993884148",2019-12-08 19:26:49,"@BBCPropaganda Didn't Labour handout an extra 60 quid or something a week for alcoholics?
If he gets a job then maybe his self esteem might rise.  I'm sick of people using the old anxiety depression bullshit when people are genuinely struggling with mental health. They bred for benefits.","Twitter for Android",273,"",38,30,0,916,2500,2012-12-06 21:49:51
"x993884148",2019-12-08 19:33:08,"@BBCPropaganda Oh and I haven't finished, my eldest ex military daughter is now a single parent her ex pays maintenance but she also works despite depression. She makes sure her rent is never missed.","Twitter for Android",184,"",38,30,0,916,2500,2012-12-06 21:49:51
"x1182694324456304640",2019-12-08 19:33:05,"The depression hitting real bad today!!!","Twitter for iPhone",40,"In my bag",49,956,0,1638,167,2019-10-11 16:28:01
"x892680481623375872",2019-12-08 19:32:57,"Juice Wrld &amp; XXX really helped me through depression and a heartbreak, man imma miss juice😪

RIP TO THE LEGENDS🕊","Twitter for Android",116,"",148,400,0,3345,8432,2017-08-02 09:36:26
"x15099412",2019-12-08 19:32:57,"Depression is a bitch. I'll never forget when I got depressed in college. What a horrible feeling. Felt like I was moving in molasses. Didn't want to see nobody. Everything felt hopeless and impossible. I felt drugged. https://t.co/BBDf8QAoWy","Twitter for Android",218,"Under your bed.",1840,1836,59,95347,25528,2008-06-12 18:24:32
"x1201362462911549441",2019-12-08 19:32:53,"I trying to edge at least a little and I swear to god I still c*m in like 60 seconds and I wasn’t even that h*rny, I blame depression.","Twitter for iPhone",134,"",3,0,0,6,0,2019-12-02 04:48:36
"x3195672080",2019-12-08 19:32:44,"Buying shit us like a shot of dopamine immediately followed up with post clarity and depression","Twitter for iPhone",95,"301",431,335,1,42743,16905,2015-05-14 20:40:12
"x1482284250",2019-12-08 19:32:44,"@Issa_GOLD Issa I love you fam but your gonna have to hold this L. He wasn't pushing any positive influence. Using drugs to cope with depression isn't positive, nevermind rapping about it","Twitter for Android",176,"",188,239,1,2557,1164,2013-06-04 13:37:52
"x1200468140649590784",2019-12-07 21:13:48,"@rgarryneal @sajidjavid For sure that's how depression feels.","Twitter for Android",37,"",45,75,0,1001,929,2019-11-29 17:35:04
"x1200468140649590784",2019-12-08 19:32:36,"@charteredtax @G39610460 Bless you.  From a long term depression sufferer","Twitter for Android",48,"",45,75,0,1001,929,2019-11-29 17:35:04
"x370918005",2019-12-08 19:32:36,"@JayFancy120 I can’t speak on depression because that’s not something I go through but I do know it’s other ways of dealing with depression other than drugs.","Twitter for iPhone",144,"",1345,1084,6,70505,36132,2011-09-09 21:30:44
"x1148075438725640193",2019-12-08 19:32:33,"Coffee cures depression.","twittbot.net",24,"",8,0,0,7314,0,2019-07-08 03:44:49
"x2743926681",2019-12-08 19:32:31,"depression hours here we go","Twitter for iPhone",27,"Shibden Hall",1433,1666,46,49202,98285,2014-08-15 23:07:44
"x776190917380235264",2019-12-08 19:32:15,"@thejohnsimpson Those who faced difficult time such as depression which triggered many people . I benefit from this work, I overcame also the depression. I am able to forgive those who betrayed and abused me in the past. Through the help of UCKG HelpCentre my life now have a meaning.","Twitter Web App",268,"",0,3,0,5,0,2016-09-14 22:48:30
"x761241192025686016",2019-12-08 19:31:58,"“wow you lost so much weight”
~thanks, its the depression","Twitter for iPhone",57,"",310,237,1,9595,15133,2016-08-04 16:43:38
"x729497633400733696",2019-12-08 19:31:58,"@peachesnscreme @SairinScarfire Shield: look how cute it is
Sword: it’s the depression","Twitter for iPhone",54,"United States",70,899,2,54806,5947,2016-05-09 02:26:04
"x1170843394995671040",2019-12-08 19:31:52,"@Laurenlass22 @kirti1D @REMLOUIES The unnecessary hate towards other people is causing people to depression anxiety and suicide they dont realise the effects it has on people until it's too late and that's why I totally agree with Niall if you dont like someone dont spread hate towards them just follow your own","Twitter for Android",278,"",100,106,0,4030,15738,2019-09-08 23:36:52
"x1170843394995671040",2019-12-08 10:48:34,"@NiallOfficial @lgbtfineline Niall you are absolutely right bullying is not necessary and can lead people to depression anxiety and suicide it needs to be addressed thankyou very much for bringing this up","Twitter for Android",175,"",100,106,0,4030,15738,2019-09-08 23:36:52
"x1005209400951345152",2019-12-08 19:31:50,"@itsmattfred this is why my vegan ass has depression","Twitter for iPhone",39,"Scotland, United Kingdom",24,90,0,379,2131,2018-06-08 22:06:11
"x987414306",2019-12-08 19:31:48,"Seasonal depression is hitting me HARD ik this album gonna fuck me up even more","Twitter for iPhone",79,"",454,338,2,10344,10630,2012-12-03 21:02:57
"x735916417",2019-12-08 19:31:46,"Cant be surprised when these rappers die after their music is literally telling you they love the drugs and embrace the depression that they are attracted to feeling. Its only a problem after they die, but not when all the signs are there.","Twitter for iPhone",239,"Phoenix, AZ",850,603,16,20162,24037,2012-08-04 02:16:52
"x1426042322",2019-12-08 19:31:44,"@VallyElizabeth_ I’ll look into it! Honestly I loved it, it’s about depression, suicide, living with Mexican and American cultures, going to college","Twitter for iPhone",131,"Houston, TX",72,135,0,19766,9683,2013-05-13 18:01:40
"x1079236705599868929",2019-12-08 19:31:39,"I’ve been sleeping so much. Depression is beating my ass this weekend","Twitter for iPhone",69,"",99,128,0,2189,112,2018-12-30 04:44:16
"x1642124648",2019-12-08 19:31:24,"Some of us have depression, lady https://t.co/E8mYPhoXKW","Twitter for iPhone",32,"wasilla, Ak",1477,541,4,38212,22743,2013-08-03 05:27:25
"x1201466633253990401",2019-12-08 19:31:24,"@lennholmes fuck depression. thats what i blame it on. depression.","Twitter for iPhone",54,"",5,254,0,13,104,2019-12-02 11:42:28
"x1185420885785796608",2019-12-08 19:31:17,"@PaigeOwensXXX Imagine if we actually treated the depression and other issues that usually are massive factors for a person to become so addicted to such toxic drugs in the first place. If we loved and actively listened and understood and built people up instead of break them down.","Twitter Web App",267,"Oshawa Ontario Canada ",47,336,0,673,3676,2019-10-19 05:02:25
"x1089967264173043715",2019-12-08 19:31:07,"Lol my friends literally confessed they hate negative people and they are so tired of them and I am one of the negative people who surround them well I am sorry that I'm chronically ill and have depression and anxiety next time you can leave me the fuck off I'm tired of your lies","Twitter for Android",280,"🇹🇳 agi is my squishy",362,223,2,19830,12899,2019-01-28 19:23:41
"x1020441696738275328",2019-12-08 19:31:05,"@scottjshapiro @j_esq_a Psychedelic shrooms = mind-altering, out of body experiences that can provide new perspectives and world views and aid with depression. 

Squash = a food so disgusting and unappealing they named it 'squash'. (And yes. That includes you, zucchini. You're not fooling anyone.)","Twitter for Android",274,"Colorado, USA",1996,2573,0,5215,3878,2018-07-20 22:53:54
"x426073241",2019-12-08 19:30:53,"*talking about alcohol*
me: that’s my summer drink!
coworker: so what do you have in the winter?
me: depression","Twitter for iPhone",111,"Michigan, USA",1022,557,1,25342,9796,2011-12-01 20:16:40
"x1954235786",2019-12-08 19:30:36,"@Eru_iluva De los creadores de ""Netflix and Chill"", llega ""Evangelion and Depression""","Twitter Web App",74,"",82,186,0,2782,24600,2013-10-11 13:48:53
"x2210984438",2019-12-08 19:30:35,"Juice Wrld really helped pull me out of a deep depression 🥺","Twitter for iPhone",59,"Arizona, USA",543,298,3,15814,72025,2013-11-23 16:47:47
"x940809933439856642",2019-12-08 19:30:35,"@howroute Let’s make it a true trifecta....What is depression, dementia and evil?","Twitter for iPhone",71,"United States",11410,11461,3,14164,19042,2017-12-13 05:05:42
"x877008505",2019-12-08 19:30:31,"My friends and I getting together to complain about high rent, long work hours, student debt, and our general depression https://t.co/wYCwLPjfKs","Twitter for iPhone",120,"Boston, MA",875,734,5,13392,38617,2012-10-13 03:55:06
